full_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,id
Modou Barrow,0,2,34,1145,23,332.7,153.6,223.0,0,136,70.5,4,0,1,0.6,747
Mohamed Diamé,2,0,70,2034,27,214.2,431.8,203.0,3,340,85.3,6,0,3,0.3,457
Mohamed Elneny,0,2,48,1559,21,303.0,227.2,208.0,0,289,73.6,6,1,4,3.4,44
Mohamed Salah,32,12,303,2905,29,942.5,1496.2,2109.0,26,881,454.4,15,0,1,56.7,234
Molla Wagué,1,0,19,438,8,5.6,98.0,41.0,0,82,14.5,1,0,0,0.0,842
Morgan Schneiderlin,1,0,89,3197,52,271.5,577.4,142.0,2,558,99.2,11,1,6,0.9,418
Moritz Bauer,0,0,41,1307,18,189.9,181.8,67.0,1,201,44.0,5,0,4,0.4,594
Moses Makasi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1244
Moses Odubajo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,151
Mouez Hassen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,650
Mousa Dembélé,1,2,128,3931,39,712.8,716.4,194.0,9,814,162.7,18,0,11,2.2,776
Moussa Sissoko,1,4,101,2294,23,658.9,378.8,493.0,0,408,152.1,11,0,6,0.5,965
Muhamed Besic,0,0,2,46,0,11.5,18.2,0.0,0,10,3.0,0,0,0,0.1,291
N'Golo Kanté,2,3,184,6132,65,1071.0,1191.4,443.0,10,1209,270.7,29,0,12,23.4,206
Nabil Bentaleb,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,395
Nacer Chadli,6,6,125,2348,36,565.1999999999999,456.4,578.0,11,397,159.29999999999998,7,0,3,1.5999999999999999,819
Nacho Monreal,5,5,245,5394,72,519.0,1247.6,525.0,24,1285,229.8,21,0,8,14.4,20
Nahki Wells,0,0,9,46,3,3.5,7.2,37.0,0,20,4.7,0,0,0,0.1,185
Nampalys Mendy,0,0,6,269,5,24.9,16.8,0.0,0,26,4.0,1,0,1,0.3,388
Nathan Aké,5,4,157,4186,79,170.6,1305.6,434.0,16,909,191.0,9,0,6,12.2,74
Nathan Dyer,0,2,53,1514,32,268.6,143.8,222.0,0,186,63.300000000000004,3,0,2,0.30000000000000004,742
Nathan Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,578
Nathan Holland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,665
Nathan Redmond,8,4,198,4836,71,1511.1999999999998,892.6,1514.0,16,779,391.0,19,1,5,9.200000000000001,628
Nathan Trott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,574
Nathaniel Chalobah,0,1,25,614,10,77.6,119.4,102.0,0,94,29.9,3,0,3,0.8,642
Nathaniel Clyne,0,2,136,3496,42,740.3,533.8,335.0,13,760,161.1,13,0,1,10.600000000000001,410
Neil Taylor,0,1,22,920,26,84.1,149.2,12.0,0,160,24.6,2,0,1,0.1,360
Nemanja Matic,2,9,196,5811,50,875.0,1228.1999999999998,447.0,4,1126,255.4,31,0,10,13.0,194
Nick Pope,0,0,152,3114,35,40.0,862.4,0.0,19,701,90.1,11,0,3,12.6,940
Nicolás Otamendi,5,2,256,5558,53,350.2,1619.0,639.0,31,1382,261.29999999999995,24,0,18,29.0,471
Niki Mäenpää,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,53
Nikola Vlasic,0,0,18,572,12,159.1,91.8,85.0,0,80,33.6,1,0,0,0.0,539
Noor Husin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,611
Nordin Amrabat,0,3,71,2289,54,540.8,305.2,378.0,5,274,121.9,5,0,4,0.1,834
Nya Kirby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,630
Odion Ighalo,1,1,39,1291,29,173.8,93.6,440.0,2,84,70.0,2,0,1,2.4,426
Ola Aina,0,0,3,26,0,0.9,4.8,17.0,0,9,2.3,0,0,0,0.1,487
Olayinka Fredrick Oladotun Ladapo,0,0,1,16,1,1.1,0.4,0.0,0,3,0.2,0,0,0,1.0,1013
Oleksandr Zinchenko,0,0,16,530,3,145.9,116.4,21.0,0,104,28.3,3,0,1,0.0,789
Oliver Burke,0,2,23,356,11,73.9,77.4,75.0,0,75,22.5,0,0,0,0.0,524
Oliver McBurnie,0,1,21,349,10,63.4,46.4,144.0,0,62,25.4,0,0,0,1.8,918
Oliver Norwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,68
Olivier Giroud,19,6,193,2187,27,586.2,829.6,1470.0,27,705,287.9,9,0,2,8.4,50
Olufela Olomola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,589
Oluwaseyi Ojo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,436
Oluwatosin Adarabioyo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,1193
Omar Elabdellaoui,0,0,13,615,16,70.4,84.6,8.0,0,111,16.4,1,0,0,0.0,634
Orestis Karnezis,0,0,47,1291,24,0.0,247.6,0.0,5,240,24.8,4,0,0,0.2,536
Oriol Romeu Vidal,2,0,148,5968,89,619.2,1201.8000000000002,471.0,4,1040,229.4,21,0,22,3.3,630
Oscar dos Santos Emboaba Junior,0,1,17,455,6,197.4,97.4,128.0,0,104,42.2,1,0,1,0.5,84
Oumar Niasse,12,4,127,2172,53,322.2,576.4000000000001,1051.0,17,373,192.0,2,1,5,5.4,693
Oviemuno Ejaria,0,0,2,8,0,1.3,0.0,2.0,0,6,0.3,0,0,0,0.0,582
Pablo Maffeo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,528
Pablo Zabaleta,1,2,135,4354,80,461.4,873.6,190.0,11,793,152.8,12,0,11,3.0999999999999996,668
Papa Alioune Ndiaye,2,1,41,1138,17,116.7,298.4,133.0,5,159,55.0,2,0,5,0.0,619
Pape Souaré,0,0,7,278,3,34.6,53.800000000000004,9.0,0,40,9.799999999999999,0,0,0,0.2,230
Papy Djilobodji,0,0,24,1577,35,25.9,487.6,124.0,0,281,63.8,2,1,4,0.2,499
Pascal Groß,7,8,164,2928,46,1311.0,735.4,527.0,24,635,257.6,10,0,2,15.4,70
Patrice Evra,0,0,2,227,10,6.0,42.8,0.0,0,32,5.0,0,0,0,0.2,626
Patrick Bamford,1,0,21,326,8,26.9,51.0,139.0,2,59,21.5,0,0,1,0.1,553
Patrick McNair,0,0,12,353,9,51.1,30.6,28.0,0,58,10.7,1,0,0,0.2,249
Patrick van Aanholt,10,2,193,4680,91,838.0,1153.0,702.0,16,982,269.8,11,0,10,6.7,468
Pau López Sabata,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,564
Paul Dummett,0,0,52,1602,18,97.8,333.6,58.0,0,280,49.0,5,0,1,1.1,291
Paul Pogba,11,17,253,4753,41,1617.0,1423.8,1619.0,29,1040,465.6,24,1,12,22.0,785
Paul Robinson,0,0,5,270,7,0.0,66.2,0.0,0,45,6.6,0,0,0,2.3,547
Paulo Gazzaniga,0,0,9,90,0,0.0,27.4,0.0,2,26,2.7,1,0,0,0.1,860
Pedro Chirivella,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,211
Pedro Obiang,3,2,109,3325,61,263.4,689.2,140.0,12,601,109.5,9,0,10,1.0,912
Pedro Rodríguez Ledesma,13,12,243,3651,29,1107.9,977.4,1167.0,20,852,323.4,23,0,7,9.5,199
Per Mertesacker,1,0,17,402,8,3.1,137.4,38.0,2,86,17.900000000000002,0,0,0,0.7,9
Peter Crouch,12,5,152,2894,50,582.0999999999999,635.8,1054.0,13,487,226.7,6,0,7,5.8,683
Petr Cech,0,0,258,6136,85,0.1,1542.1999999999998,0.0,9,1287,153.9,23,0,3,18.2,4
Phil Bardsley,0,0,60,2293,30,264.2,384.4,86.0,0,367,73.69999999999999,7,1,9,0.4,657
Phil Foden,0,1,8,45,1,32.1,29.2,10.0,0,31,7.1,0,0,0,0.0,492
Phil Jagielka,3,3,164,4314,71,95.80000000000001,1280.6,386.0,21,948,176.3,12,1,6,10.2,267
Phil Jones,0,0,171,3557,25,71.80000000000001,924.2,101.0,23,916,109.9,20,0,4,5.9,509
Philip Billing,0,0,22,755,11,58.6,111.4,26.0,0,98,19.3,3,0,3,0.2,175
Philipp Wollscheid,0,0,1,180,5,3.4,36.4,10.0,0,23,5.0,0,0,1,0.2,324
Philippe Coutinho,20,15,274,3337,41,1706.1999999999998,1410.4,1644.0,36,1012,475.9,13,0,2,29.0,429
Pierre-Emerick Aubameyang,10,4,87,1056,15,207.1,484.0,580.0,12,354,127.1,4,0,0,14.0,616
Pierre-Emile Højbjerg,0,0,77,2966,46,563.4,488.6,364.0,0,493,141.7,9,0,8,2.0,633
Rafael Camacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,641
Ragnar Klavan,1,0,121,2859,34,117.5,665.4,121.0,13,676,90.6,11,0,3,2.4,694
Raheem Sterling,25,31,378,5093,50,1526.5,1496.8,2658.0,30,1169,567.4,22,1,10,38.2,475
Rajiv van La Parra,3,0,74,2131,36,261.6,322.6,544.0,3,240,112.7,6,1,3,0.4,173
Ramadan Sobhi,2,3,87,2082,41,375.20000000000005,342.2,355.0,3,377,106.6,7,0,4,1.0,831
Ramiro Funes Mori,0,1,72,1662,21,64.9,375.4,135.0,4,379,57.6,7,0,1,1.4,274
Raphael Spiegel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,591
Rayhaan Tulloch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,577
Reece Burke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1130
Reece Oxford,0,0,1,4,0,0.0,3.0,0.0,0,2,0.3,0,0,0,0.3,1066
Reiss Nelson,0,0,5,144,3,29.7,12.0,11.0,0,23,5.3,0,0,0,0.0,489
Rekeem Harper,0,0,1,20,0,20.4,6.6,0.0,0,6,2.7,0,0,0,0.0,1121
Renato Sanches,0,0,20,699,10,135.0,71.8,64.0,0,83,27.0,2,0,1,0.3,535
Rene Gilmartin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,683
Rhian Brewster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,666
Richarlison de Andrade,5,8,125,2817,54,384.7,497.0,1217.0,4,304,209.3,8,0,4,6.5,501
Rickie Lambert,0,0,1,13,0,11.0,3.6,40.0,0,3,5.5,0,0,0,0.1,447
Ritchie de Laet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,171
Riyad Mahrez,18,17,315,5774,99,1726.1,1539.0,1830.0,28,1119,510.40000000000003,18,0,6,16.4,375
Rob Holding,0,1,59,1629,25,88.5,384.2,124.0,4,367,59.7,7,0,6,4.0,495
Robbie Brady,2,7,95,1996,23,730.9,425.0,337.0,11,359,148.9,7,0,4,0.6000000000000001,727
Robert Elliot,0,0,57,1440,21,0.0,364.2,0.0,4,280,36.5,3,0,0,13.6,286
Robert Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,547
Robert Huth,2,2,88,2926,49,69.4,701.0,477.0,1,479,124.9,9,0,9,1.9000000000000001,367
Robert Kenedy Nunes do Nascimento,2,2,54,1113,12,235.9,238.20000000000002,299.0,5,179,77.4,6,0,1,2.0,204
Robert Snodgrass,7,6,133,2548,56,1050.1,550.2,538.0,16,503,212.3,3,0,2,6.8999999999999995,603
Roberto Firmino,26,19,361,5822,71,1961.8,1820.6,2910.0,46,1397,669.5999999999999,27,0,6,44.900000000000006,444
Roberto Pereyra,7,6,124,2646,51,609.9000000000001,514.0,613.0,7,485,173.5,4,1,5,0.4,954
Rolando Aarons,0,0,5,136,2,8.1,12.0,25.0,0,19,4.6,0,0,0,0.1,467
Romelu Lukaku,41,13,383,6132,68,1273.8,2002.6,3004.0,51,1417,627.3,27,0,7,54.1,428
Ron-Robert Zieler,0,0,17,754,16,0.0,136.0,2.0,0,119,13.9,1,0,0,0.3,166
Roque Mesa,0,0,18,753,16,85.7,89.0,34.0,0,125,20.9,2,0,3,0.4,370
Ross Barkley,5,11,147,3029,40,1272.3,713.4,1018.0,11,545,300.40000000000003,12,0,5,6.8,283
Rouwen Hennings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,71
Ruben Loftus-Cheek,2,5,83,1906,30,380.9,383.0,512.0,2,353,127.9,6,0,1,3.6,196
Rudy Gestede,1,0,21,533,12,148.4,79.4,254.0,0,80,48.1,1,0,3,0.1,629
Ryan Allsop,0,0,3,90,1,0.0,33.8,0.0,0,17,3.4,0,0,0,0.1,600
Ryan Bertrand,2,10,226,5642,85,1031.5,1032.6,541.0,13,1128,260.8,20,0,5,9.1,603
Ryan Fraser,8,12,197,3767,70,1183.1,831.2,745.0,21,735,275.7,9,0,3,1.9,583
Ryan Mason,1,0,26,927,27,149.6,116.0,137.0,0,126,39.8,0,0,4,0.0,396
Ryan Shawcross,2,3,161,5521,93,91.8,1388.2,671.0,8,905,215.3,14,0,8,2.5,648
Sadio Mané,23,15,303,4431,50,1399.8000000000002,1404.4,2038.0,22,1001,484.0,23,1,7,16.3,442
Saido Berahino,0,1,46,1446,26,125.3,78.8,448.0,0,92,63.7,6,0,1,0.8,797
Salomón Rondón,15,6,221,5657,92,817.5,866.5999999999999,2321.0,15,558,397.4,12,0,6,5.300000000000001,884
Sam Baldock,0,0,2,30,1,0.8,0.4,6.0,0,4,0.7,0,0,0,0.0,73
Sam Byram,0,1,34,1495,34,155.8,273.2,108.0,2,239,53.9,3,1,6,0.4,902
